employee_id,person_type,person_status,ge_hire_date,city,state_name,country_name,function_group,job_function,career_band,industry_focus_name
7872076313,EMPLOYEE,A,2/10/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20307994858,EMPLOYEE,A,3/30/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
18876172890,EMPLOYEE,A,4/5/2004 0:00,West Chester,Ohio,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
18683056466,EMPLOYEE,A,5/10/2004 0:00,Norton Shores,Michigan,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
20903126746,EMPLOYEE,A,6/1/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20933751462,EMPLOYEE,A,6/7/2004 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
15818035247,EMPLOYEE,I,6/22/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_2,BUSINESS_SEGMENT_2
14266310793,EMPLOYEE,A,7/7/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
13359335976,EMPLOYEE,A,7/26/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2313618847,EMPLOYEE,A,10/27/1986 0:00,Baltimore,Maryland,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
90650365,EMPLOYEE,A,9/7/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
13359348888,EMPLOYEE,A,8/4/2004 0:00,Victorville,California,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
1113315729,EMPLOYEE,A,8/23/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
15818065823,EMPLOYEE,A,9/7/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
15000064982,EMPLOYEE,I,9/27/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2313623298,EMPLOYEE,A,9/2/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
7189444567,EMPLOYEE,A,8/30/2004 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
14558398472,EMPLOYEE,A,9/20/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
14558398611,EMPLOYEE,A,9/20/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
3043738461,EMPLOYEE,A,10/1/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19618201575,EMPLOYEE,A,10/11/2004 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
7189454733,EMPLOYEE,A,9/29/2004 0:00,,Oregon,United States,Production,JOB_FUNCTION_25,CAREER_BAND_10,BUSINESS_SEGMENT_2
10619060889,EMPLOYEE,A,10/11/2004 0:00,Dubai,Dubai,United Arab Emirates,Enabling,JOB_FUNCTION_21,CAREER_BAND_4,BUSINESS_SEGMENT_2
3901542375,EMPLOYEE,I,1/10/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
3256791016,EMPLOYEE,A,1/3/2005 0:00,Springdale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
10036762459,EMPLOYEE,A,1/11/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
20921296769,EMPLOYEE,A,1/3/2005 0:00,Grand Prairie,Texas,United States,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
10036767238,EMPLOYEE,A,1/10/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
17379589074,EMPLOYEE,A,1/17/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
3901555322,EMPLOYEE,A,2/28/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19844198759,EMPLOYEE,A,6/27/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
7955787508,EMPLOYEE,A,5/31/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19844226819,EMPLOYEE,A,6/13/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
11416905692,EMPLOYEE,A,4/25/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
1952629336,EMPLOYEE,A,4/11/2005 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
1952629345,EMPLOYEE,A,6/15/2005 0:00,Erlanger,Kentucky,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
18284311184,EMPLOYEE,A,5/31/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
14399216650,EMPLOYEE,A,5/23/2005 0:00,West Chester,Ohio,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
20992759488,EMPLOYEE,I,6/6/2005 0:00,Evendale,Ohio,United States,Commercial,JOB_FUNCTION_22,CAREER_BAND_10,BUSINESS_SEGMENT_2
1952633984,EMPLOYEE,A,5/18/2005 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_2,BUSINESS_SEGMENT_2
14917297624,EMPLOYEE,A,7/13/2005 0:00,West Chester,Ohio,United States,Commercial,JOB_FUNCTION_17,CAREER_BAND_10,BUSINESS_SEGMENT_2
3318982526,EMPLOYEE,A,6/13/2005 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
17872250589,EMPLOYEE,A,6/22/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
15916477469,EMPLOYEE,A,6/20/2005 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
6536569908,EMPLOYEE,A,8/1/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20937450870,EMPLOYEE,A,7/18/2005 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
6536579399,EMPLOYEE,I,8/15/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
3318995073,EMPLOYEE,A,8/3/2005 0:00,Petropolis,Rio de Janeiro,Brazil,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
20937470806,EMPLOYEE,A,8/29/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20619483814,EMPLOYEE,A,8/18/2005 0:00,Evendale,Ohio,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
5569565059,EMPLOYEE,A,9/19/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
8597112163,EMPLOYEE,A,10/3/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20619562054,EMPLOYEE,A,11/7/2005 0:00,,Ohio,United States,Production,JOB_FUNCTION_25,CAREER_BAND_10,BUSINESS_SEGMENT_2
20619562152,EMPLOYEE,A,12/1/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20865850645,EMPLOYEE,A,10/3/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
3999330820,EMPLOYEE,A,10/3/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
3999330935,EMPLOYEE,A,9/26/2005 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
19766503965,EMPLOYEE,A,10/10/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2411369005,EMPLOYEE,A,10/10/2005 0:00,Baltimore,Maryland,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
20988911875,EMPLOYEE,A,10/10/2005 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20865860480,EMPLOYEE,A,10/31/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20253302657,EMPLOYEE,A,10/17/2005 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
20981548915,EMPLOYEE,I,10/14/2005 0:00,Evendale,Ohio,United States,Enabling,JOB_FUNCTION_23,CAREER_BAND_4,BUSINESS_SEGMENT_2
19298646759,EMPLOYEE,A,10/11/2005 0:00,Jacksonville,Florida,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
5402241607,EMPLOYEE,A,11/7/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20981589371,EMPLOYEE,A,1/16/2006 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19298683970,EMPLOYEE,A,12/5/2005 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
13732174869,EMPLOYEE,A,11/14/2005 0:00,Batesville,Mississippi,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
19298693158,EMPLOYEE,A,12/19/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19298693342,EMPLOYEE,A,12/5/2005 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
5660709166,EMPLOYEE,A,11/29/2005 0:00,Dayton,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_7,BUSINESS_SEGMENT_2
13732187617,EMPLOYEE,A,1/9/2006 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
18568991546,EMPLOYEE,A,1/2/2006 0:00,Norwich,New York,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
3751521112,EMPLOYEE,A,1/2/2006 0:00,Petropolis,Rio de Janeiro,Brazil,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
13732201020,EMPLOYEE,A,1/9/2006 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
13732207100,EMPLOYEE,A,1/23/2006 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
17115016905,EMPLOYEE,A,2/7/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_8,BUSINESS_SEGMENT_2
17115016987,EMPLOYEE,A,2/7/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
5160506122,EMPLOYEE,A,2/27/2006 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
9923375400,EMPLOYEE,A,4/3/2006 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
13669128325,EMPLOYEE,A,3/27/2006 0:00,Evendale,Ohio,United States,Enabling,JOB_FUNCTION_12,CAREER_BAND_10,BUSINESS_SEGMENT_2
665421995,EMPLOYEE,A,4/3/2006 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
17115041106,EMPLOYEE,A,4/3/2006 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
5160513468,EMPLOYEE,A,5/8/2006 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
14651676926,EMPLOYEE,A,4/11/2006 0:00,Petropolis,Rio de Janeiro,Brazil,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
13669153835,EMPLOYEE,A,5/30/2006 0:00,West Chester,Ohio,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
9923398785,EMPLOYEE,A,5/31/2006 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
9923398880,EMPLOYEE,A,5/22/2006 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
19331540753,EMPLOYEE,A,6/5/2006 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_2
14651697503,EMPLOYEE,A,7/10/2006 0:00,Hooksett,New Hampshire,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
7021545763,EMPLOYEE,A,5/31/2006 0:00,Evendale,Ohio,United States,Enabling,JOB_FUNCTION_12,CAREER_BAND_10,BUSINESS_SEGMENT_2
8757210608,EMPLOYEE,A,6/5/2006 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
7021549005,EMPLOYEE,A,6/5/2006 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20532220178,EMPLOYEE,A,7/13/2006 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
12408898953,EMPLOYEE,I,6/19/2006 0:00,Washington,District Of Columbia,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_2,BUSINESS_SEGMENT_2
7897243562,EMPLOYEE,A,6/6/2006 0:00,Muskegon,Michigan,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
20845222333,EMPLOYEE,A,6/19/2006 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
7021559067,EMPLOYEE,A,7/10/2006 0:00,Peebles,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
7021559268,EMPLOYEE,A,6/12/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
7897247209,EMPLOYEE,A,7/12/2006 0:00,Huntsville,Alabama,United States,Enabling,JOB_FUNCTION_6,CAREER_BAND_10,BUSINESS_SEGMENT_2
7897258488,EMPLOYEE,A,8/15/2006 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
20845262625,EMPLOYEE,A,8/14/2006 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
8757240043,EMPLOYEE,A,7/31/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
6131916955,EMPLOYEE,A,8/21/2006 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
6131919757,EMPLOYEE,A,8/29/2006 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
12408940129,EMPLOYEE,A,8/28/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
590728771,EMPLOYEE,A,9/7/2006 0:00,Grand Rapids,Michigan,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_10,BUSINESS_SEGMENT_2
10877368861,EMPLOYEE,A,10/2/2006 0:00,Norwich,New York,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
14166697607,EMPLOYEE,A,11/21/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
10877389316,EMPLOYEE,A,1/2/2007 0:00,West Chester,Ohio,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
18683936902,EMPLOYEE,A,1/8/2007 0:00,Wilmington,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
590730995,EMPLOYEE,A,1/17/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20309009884,EMPLOYEE,A,1/15/2007 0:00,Petropolis,Rio de Janeiro,Brazil,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
14166731329,EMPLOYEE,A,2/5/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
20998572265,EMPLOYEE,A,2/12/2007 0:00,,Maryland,United States,Production,JOB_FUNCTION_3,CAREER_BAND_10,BUSINESS_SEGMENT_2
2313725728,EMPLOYEE,A,3/26/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
14266976365,EMPLOYEE,A,4/9/2007 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2313727843,EMPLOYEE,A,3/26/2007 0:00,West Chester,Ohio,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
13359972146,EMPLOYEE,A,6/25/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
2313728967,EMPLOYEE,A,4/9/2007 0:00,,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
16584851212,EMPLOYEE,A,7/2/2007 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
14267010733,EMPLOYEE,A,5/14/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
15818833536,EMPLOYEE,A,4/30/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
16584874425,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
16584874504,EMPLOYEE,I,5/5/2007 0:00,Asheville,North Carolina,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_2
16584874820,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
20829009931,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
14559091531,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_7,CAREER_BAND_7,BUSINESS_SEGMENT_2
1895149041,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
1895149050,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
1895149068,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
20002411578,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
7189790007,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_7,BUSINESS_SEGMENT_2
20829019649,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
20829019748,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_7,BUSINESS_SEGMENT_2
20829020046,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
1895149961,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
20002421577,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
3043883389,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
7189793601,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
20829030458,EMPLOYEE,A,5/5/2007 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
20829079444,EMPLOYEE,A,5/5/2007 0:00,Terre Haute,Indiana,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
20486816670,EMPLOYEE,A,5/5/2007 0:00,West Jefferson,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_2
3901731749,EMPLOYEE,A,5/5/2007 0:00,West Jefferson,North Carolina,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_4,BUSINESS_SEGMENT_2
3901731786,EMPLOYEE,A,5/5/2007 0:00,West Jefferson,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_2
3256949142,EMPLOYEE,A,5/5/2007 0:00,West Jefferson,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
12931009341,EMPLOYEE,A,5/5/2007 0:00,West Jefferson,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_8,BUSINESS_SEGMENT_2
20332465762,EMPLOYEE,I,5/5/2007 0:00,Grand Rapids,Michigan,United States,Enabling,JOB_FUNCTION_14,CAREER_BAND_4,BUSINESS_SEGMENT_2
20922322414,EMPLOYEE,A,5/5/2007 0:00,Grand Rapids,Michigan,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
3901739179,EMPLOYEE,A,5/5/2007 0:00,Grand Rapids,Michigan,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_2
3901739254,EMPLOYEE,A,5/5/2007 0:00,Jacksonville,Florida,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
17380433063,EMPLOYEE,A,5/5/2007 0:00,Clearwater,Florida,United States,Production,JOB_FUNCTION_16,CAREER_BAND_3,BUSINESS_SEGMENT_2
17739412768,EMPLOYEE,A,5/5/2007 0:00,,New York,United States,Enabling,JOB_FUNCTION_14,CAREER_BAND_10,BUSINESS_SEGMENT_2
3256955282,EMPLOYEE,A,5/5/2007 0:00,Grand Rapids,Michigan,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
3256955391,EMPLOYEE,A,5/5/2007 0:00,Pinellas Park,Florida,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20332485122,EMPLOYEE,A,5/5/2007 0:00,Grand Rapids,Michigan,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_2
10037264440,EMPLOYEE,A,5/5/2007 0:00,Grand Rapids,Michigan,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_8,BUSINESS_SEGMENT_2
6620348102,EMPLOYEE,A,5/5/2007 0:00,Grand Rapids,Michigan,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
17380441917,EMPLOYEE,A,5/5/2007 0:00,Vandalia,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_7,BUSINESS_SEGMENT_2
12931046462,EMPLOYEE,A,5/5/2007 0:00,Grand Rapids,Michigan,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
10037273711,EMPLOYEE,A,5/5/2007 0:00,Pinellas Park,Florida,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
20486884943,EMPLOYEE,A,5/5/2007 0:00,Vandalia,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_2
20922372217,EMPLOYEE,A,5/5/2007 0:00,Bohemia,New York,United States,Production,JOB_FUNCTION_24,CAREER_BAND_8,BUSINESS_SEGMENT_2
20993668193,EMPLOYEE,A,5/5/2007 0:00,,Georgia,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_2
7956158705,EMPLOYEE,I,5/5/2007 0:00,Vandalia,Ohio,United States,Enabling,JOB_FUNCTION_14,CAREER_BAND_4,BUSINESS_SEGMENT_2
