,name
1676,bhatt
1677,jaya
1678,jainab khan
1679,kesnata devi rajni
1680,bivla devi
1681,anita bai
1682,hurji
1683,poonam kumari
1684,salmakhatun
1685,kumari sonam
1686,manpreet kaur  preet
1687,geeta bai
1688,kranti devi
1689,giri
1690,lilavati
1691,vijay
1692,durga meghwal
1693,kamna devi
1694,lakhi
1695,jaimati
1696,manu
1697,yamini
1698,reka
1699,bagriya
1700,laskar
1701,shahina  moti
1702,anita suthar
1703,shina
1704,smt. sasibala
1705,smt narmda
1706,mishara
1707,soam chokeyiyakra
1708,brahman`
1709,premkanta
1710,pirmika tirkey
1711,mansi raghav
1712,vivek
1713,kiran devi
1714,anju tomar
1715,aarti sharma
1716,vandna krishma
1717,amrita
1718,nashrin
1719,liladevi
1720,ram rati
1721,arshla
1722,yrs.
1723,ramli
1724,maigo
1725,virjiniya
1726,asha kashyap
1727,smt siksha devi
1728,tanya mishra
1729,ruvi
1730,punjabi
1731,sapna dubey
1732,ajay
1733,satosh
1734,smt savita
1735,shikha garg
1736,komal sharma
1737,usha parmanand
1738,hamida khatun
1739,kamlesh krant
1740,smt punam
1741,murum
1742,rakhi)
1743,kanwar
1744,avi
1745,shayma
1746,ku. swati
1747,garima  bhardwaj
1748,bhawar
1749,nishal
1750,rachna
1751,smt. santosh with her four children
1752,prity
1753,parbhuram
1754,tanuja devi
1755,vijaynti
1756,puspa& rekha
1757,wadhva
1758,श्रीमती दाखा
1759,mehak
1760,fareen
1761,mahrun
1762,meenu rani
1763,priyanka mandal
1764,savina
1765,shakuntala sharma
1766,kazal
1767,vicakha
1768,smt. pholwanti
1769,smt kajal
1770,gayatri devi
1771,yashsvi
1772,ponam
1773,chand tara
1774,monika tyagi
1775,sanjida
1776,tarawati devi
1777,himanshi
1778,pryanka god
1779,panchoo
1780,sukhdeep
1781,aachal
1782,kirad
1783,meena chauhan
1784,kasish 
1785,smt. laltesh
1786,devi  kailash
1787,nasira bano
1788,bhoti
1789,chanchal saini
1790,ujamma
1791,saksi
1792,smt. leela
1793,uraf
1794,safika
1795,veshnav
1796,bharti pasi
1797,deepali
1798,gul afshan
1799,govind ram
1800,rehana banu
1801,jayada
1802,श्रीमती मुन्‍ना कं
1803,rupa saini
1804,km0 soniya
1805,huseni bano
1806,km komal
1807,afsari
1808,sarah
1809,chuni devi
1810,bohati
1811,onginye
1812,basanti devi
1813,anam
1814,mandi devi
1815,hasina
1816,mahto
1817,veshali
1818,sandha
1819,mohd aslam
1820,zarina
1821,smt- lali devi
1822,mehra
1823,bakhtvaar jahan
1824,jyoti kumari
1825,ankita  mini
1826,klu kumari rokaya
1827,marsi
1828,umda khatoon
1829,gotiya
1830,nikhat khatoon
1831,karima
1832,vishavkarma
1833,saroj  savita
1834,pooja kashyap
1835,ali devi
1836,monam sharma
1837,noorjhan
1838,sadhana devi
1839,smt uagant/axra
1840,ishlawati
1841,"c-78,"
1842,doughter
1843,shehnaz
1844,gulati
1845,nahid fatima
1846,sunita yadav
1847,sweety
1848,nitu hada
1849,priya  sushma
1850,chorasiya
1851,gurmel kour
1852,malviya
1853,rinku devi
1854,gurpreet kaur
1855,kumari geeta
1856,lalutha
1857,श्रीमति
1858,mega
1859,santro devi
1860,ashmin
1861,shivani sharma
1862,km puja
1863,satwanti
1864,samya
1865,yoshoda
1866,magar
1867,seema kumari
1868,deepti bhargav
1869,punni devi
1870,mehta
1871,jaswinder kaur
1872,mina meena
1873,bsram
1874,bhagwani
1875,ramaiya
1876,mhega
1877,bharti kumari
1878,masi
1879,payal kumari
1880,shabbo devi
1881,sawati
1882,smt aachal
1883,lakhe
1884,smt. meeno  bhagvaan singh  gurjar
1885,manful bai
1886,priydarshni
1887,mehditha
1888,suriti
1889,shyamvati
1890,choubisa
1891,soam
1892,aarti yash
1893,shrivastav
1894,laltia dass
1895,dholi
1896,farida khatun
1897,nayana
1898,jasvinder kaur  gogi
1899,leena
1900,keta
1901,punit
1902,ruckmani
1903,m.no.-8901040854
1904,raunaf jahan
1905,sajan
1906,saviti
1907,gangajali devi
1908,anju bala
1909,jahra
1910,smt kala
1911,khurshid
1912,nang
1913,asha
1914,Madhu
1915,mahi
1916,smt bhuri bai wio lt dhanraj lodha
1917,nazir
1918,jomiya
1919,nazia
1920,parvashi
1921,heena
1922,pooja taneja
1923,kusumlata
1924,roshan bai
1925,aslam
1926,chameli devi
1927,sukhpreeet kour
1928,smt. parul
1929,chand
1930,kumari ankita singhal
1931,reeti
1932,manju
1933,meenat khan
1934,sushma kapoor
1935,smt bhupendri
1936,bidami
1937,anjana
1938,miss kamlesh
1939,minashi
1940,manisha bhardwaj
1941,gaytri bai
1942,shikha soni
1943,saanu
1944,nalini
1945,sna
1946,govind kunwar
1947,somanti
1948,sunita with her daughter
1949,aarati urf silochna
1950,majida
1951,smt.sushil  fateh singh
1952,nayaka rahman
1953,rajni arya
1954,inderjeet kour
1955,beauty dass
1956,prshad
1957,nazma khatoon
1958,shasina
1959,Sangeeta pooja
1960,chokeyiyakra
1961,salma roshni
1962,bhawana jat
1963,smt.kiswar
1964,इन्‍द्राब�
1965,smt gunjan
1966,श्रीमती टीना
1967,upasana anshu
1968,mamta pandey
1969,kanchi
1970,hemraj
1971,fooljhnah
1972,munni devi
1973,maheshar
1974,harsha
1975,pramila katara
1976,seema vishwakarma  sapna
1977,dharmshila
1978,manormapal
1979,meera & manish
1980,sheelu
1981,jayanti  pooja
1982,sasibala
1983,sita
1984,krashna
1985,sakshi  soniya
1986,imrana
1987,sivani devi
1988,kum nidhi
1989,aarti diwakar
1990,meenakshi raj sharma
1991,gargi
1992,nikky
1993,afsana
1994,ladli
1995,nenshi
1996,indra kumari mina
1997,smt. shakuntla devi
1998,mohseena
1999,srimati
2000,ku. rajni
2001,bina ravat
2002,fulki
2003,gurbeg
2004,amarmula
2005,shiv kumari
2006,rajni jaswal ( with two child )
2007,pooja garg
2008,banu
2009,sakila damor
2010,bashanti devi
2011,pinki chanda
2012,brn
2013,nisha  chinu
2014,kannojiya
2015,raj kumari  laxmi
2016,sehnaaz baano
2017,sema
2018,gulshan jha
2019,kumari khushabu
2020,neeshu
2021,pavi
2022,sadu
2023,geetali
2024,akhilesh kumari
2025,rooshi
2026,kanku dendor meena
2027,bharti devi
2028,pooja  puspa
2029,roshni devi
2030,naaz
2031,kumari meera
2032,pooja gurjar
2033,asanti
2034,kanvari
2035,pushpa gyhelot
2036,"muskan  shiv kumar r/o c-78, shivaji park, punj"
2037,kali bai  hari singh banjara r/o chortalai  hal
2038,foranti
2039,fatima
2040,kaifiya siddaki
2041,rani
2042,mansi  minakshi
2043,sayana
2044,jeet
2045,bohati devi
2046,parveen
2047,afshan
2048,laxita
2049,anara  pinki
2050,mehronisha
2051,dipeeka
2052,mamta devi
2053,nilam sharma
2054,bhuli
2055,ratani
2056,chhavi
2057,kumari ritu dabi
2058,chander rekha  om prakash
2059,sony
2060,miss kanchan
2061,santoshi kumari
2062,caste
2063,smt  deepmala
2064,surgayani
2065,babita sarkar
2066,smt. rajani
2067,kumari kamlesh
2068,soni  bharti
2069,paramshela
2070,dropti raiger
2071,shweta
2072,miss santosh
2073,ruji
2074,sahida laskar
2075,ku. khubshu
2076,shahida
2077,asmit kaur
2078,miss sunita
2079,rajudi doda
2080,megha bhasin
2081,nazneen
2082,kbeta
2083,chandni mahto
2084,seni
2085,sharmili
2086,amisha  munni
2087,fornta
2088,smt indera devi
2089,arjun
2090,rasid
2091,khushboo khan
2092,nisha kandwal
2093,manbhar
2094,farjana
2095,dhanwanti  devi
2096,namita or nimmi
2097,nilam kumawat
2098,aishwarya
2099,laxmi  sapna
2100,smt.beena chouhan
2101,"rekha with two doughters pooja, lakhsmi"
2102,sima devi
2103,nahid  huma
2104,mamta paliwal
2105,four
2106,archna  tulsi ram
2107,peena
2108,disi
2109,kumari archana
2110,lambhu devi
2111,priti doli
2112,poonam das
2113,patwari
2114,prami
2115,यशोदा
2116,gori
2117,sanita
2118,shima
2119,mansi khurana
2120,indu devi
2121,smt. moti devi
2122,himani joshi
2123,sameem
2124,nanki
2125,thapa
2126,smt. mahender kaur
2127,khushboo
2128,ruhi khatoon
2129,shrimati monika jain
2130,bhagay shree
2131,rajanti
2132,rangaswami
2133,shakuntla/baby
2134,masum jannat
2135,nano sabroon khan
2136,raja
2137,nehal kumari
2138,manoj
2139,sonaki
2140,sarmila devi
2141,neeta devi
2142,pushpa soni
2143,roshani devi
2144,tania parveen
2145,shiteel
2146,ankit goyel
2147,najreen
2148,pakhali
2149,nahid  shabia
2150,sudha devi
2151,shruti
2152,santi bai
2153,aanik
2154,pinki bai
2155,smt.sunita devi
2156,anita rajput
2157,smt. renu
2158,smt-sunita
2159,rambha
2160,chandni with his son karan
2161,kumari reshma
2162,mahimunasvi
2163,jaswantpura
2164,ms leela bai nayak
2165,smts. guddiya
2166,reena dass
2167,uganta
2168,baljeet
2169,amba  balai
2170,bali
2171,lajja devi
2172,chhoti devi
2173,mariya
2174,sony parveen
2175,binda rani
2176,farhanaz
2177,ku ponam
2178,shri
2179,kelama devi
2180,irfa
2181,rosy massey
2182,jagdish
2183,smt  kanchan devi
2184,shannu
2185,kiran kanwar
2186,reena with pooja and kishan
2187,smt shyamwati
2188,senthia
2189,vijay laxmi
2190,ishmita
2191,mero
2192,mamta rani
2193,shrishti
2194,naraini devi
2195,haseena
2196,naseem
2197,sonal
2198,diya sharma
2199,ikara noor
2200,gul
2201,mabiya
2202,(25)
2203,smt. jhamaku
2204,shalu rathore
2205,mairy kumari
2206,ms irshrat
2207,shri.
2208,9
2209,sarika panjawani
2210,rajo sharma
2211,shakshi
2212,laxmi kumari
2213,mubshshira
2214,uma
2215,kulvinder kour
2216,sharmila
2217,harsha chittora
2218,risabh
2219,joyate
2220,jyoti shahu
2221,sozi
2222,tamnna
2223,c/o
2224,ashmi
2225,neharika
2226,ambika panwan
2227,mala devi
2228,chopra
2229,minakshi sainai
2230,smt. laxmi devi
2231,smt. seema sharma
2232,shyamwati
2233,indira
2234,evan
2235,kanta kumari
2236,waliya
2237,smt maya
2238,sahnaz
2239,prachi
2240,krishma tomar
2241,anjana haldar
2242,nanshi
2243,rinku  harvir singh
2244,halki bai
2245,sabanam
2246,kailash
2247,smt. kavita
2248,raj kumari
2249,alam aara
2250,alita kujur
2251,bavita
2252,smt kaladevi choubisa
2253,madhu nayak
2254,keer
2255,monika mishra
2256,samiksa tiwari
2257,smt nisha
2258,anjli  shilpa`
2259,arsi
2260,tranoom
2261,rukiya bano
2262,puja salvi
2263,aarti noni
2264,hira devi
2265,ku. sonia
2266,anuja
2267,shabina
2268,maina bai  gujari
2269,perveen
2270,bhawana devi
2271,bhiwani
2272,sabeena
2273,amrit pal
2274,kumari asha
2275,sams
2276,ranjita 
2277,age-
2278,sira bano
2279,pyari
2280,chanderkala
2281,laltia
2282,meenu kumari
2283,kumari sushila
2284,neelam kaur
2285,anand
2286,hemanti aary
2287,ajmal
2288,bhabhiya
2289,budra
2290,radhika bhatia
2291,sheelu lata sahu
2292,km taseem
2293,aasha rani
2294,sajiya safi
2295,madhuri pal
2296,tanisha sharma
2297,पिंकू
2298,smt. anita
2299,bnau
2300,shree
2301,kumari radha
2302,puja yadav
2303,jewa
2304,sarshwati sarkar
2305,sunita pancholi
2306,naresh bai
2307,bebi
2308,tanvi
2309,madhu kumari
2310,philomina
2311,kamlesh devi
2312,anjali  puttan
2313,kusuma devi
2314,foolmaya
2315,razida
2316,kiran ravtela
2317,patiri
2318,babita negi
2319,smt mahima bajaj
2320,firdos
2321,anita
2322,sirish
2323,km shakshi
2324,parbhakar
2325,sal
2326,nisat parveen
2327,smt kali devi
2328,taki moon
2329,meena begum
2330,keshar ninama
2331,aashkim
2332,chauhan
2333,smt renu sharma
2334,julekha
2335,sushmita rao
2336,taran
2337,sheela
2338,sintu
2339,ramesh  dutt
2340,mamta bhandari
2341,mehar jahan  nargis
2342,kanchan dev
2343,vidhya devi
2344,smt hasmi
2345,sunita
2346,km0 anjli
2347,bhishat
2348,gurmit
2349,sujli
2350,shagufta islam
2351,arti kissko
2352,anita with her 2 children namely ramesh and siraj
2353,leena rai
2354,nisha alongwith muskan age-3 yrs.
2355,cosmic
2356,noz
2357,bansada
2358,mooli
2359,ramesh yogi
2360,najmin banu pathan
2361,phoolwati
2362,mohmmad
2363,sonikshi
2364,km. ankita
2365,nasir
2366,aarti jain
2367,smt  archana
2368,neha thakur
2369,sanjeev kumar
2370,smt. sabra  jamsida
2371,nicharon
2372,hafsa
2373,seeta asha
2374,sunita kaur
2375,smt. divya  chhoti
2376,mansha
2377,nand
2378,anamkhan
2379,smt natu kanwar
2380,nasim bano
2381,meethu sarkar
2382,momita
2383,jakra khatoon
2384,khatton
2385,kumari guddi
2386,st
2387,shikha singh
2388,smt amrita singh
2389,mandira  devi
2390,khurshida bano
2391,farha  khan
2392,gulnanj
2393,manisha  yogita
2394,jyoti gosyami
2395,manju bai
2396,dhanni
2397,smt.kiswar jahan
2398,majrula
2399,meena devi & akash
2400,rekha kumari
2401,anshiya mehta
2402,monika chorasiya
2403,anno
2404,raghuvinder kaur bhatia
2405,sano
2406,long shree devi
2407,rinki jaiswal
2408,deepu
2409,foola devi
2410,farjanul
2411,child
2412,saveena
2413,deepanshi jain
2414,bhatri
2415,rajanti meena
2416,amasi
2417,supriya
2418,aarti  kajal
2419,sana
2420,richa tyagi
2421,rakhi chauhan
2422,jayanti bhag
2423,pooja arora
2424,durga  sheetal
2425,preeti wadhva
2426,om
2427,amisha bharti  mahi
2428,madhu sharma
2429,rampal singh
2430,pujadevi
2431,kashis
2432,km priyanka
2433,bsram devi
2434,ku. shivani
2435,siddiqui
2436,Sabina
2437,smt. anju
2438,sharda kharadi
2439,km sunita
2440,priynka
2441,premla  or soni
2442,rukhsna  begm
2443,kushumavati
2444,belo 
2445,pinky kawar
2446,jyoti  shalu
2447,pranak
2448,maina
2449,sera
2450,chander kala
2451,boby
2452,neha  baby
2453,krishna kumari
2454,rukiya khan
2455,gahlot
2456,tapsya tyagi
2457,tajrani
2458,smt seta devi
2459,nikki sharma
2460,rajawat
2461,veejita
2462,joyti rani
2463,sudama
2464,seema kunwar
2465,rehana begam
2466,kumari babita
2467,mehar
2468,pryanka  soni
2469,munni kumari
2470,sandha devi
2471,namen khatun
2472,afreen
2473,bunkar
2474,sapna mandal
2475,shanti   shiv kumar
2476,begum
2477,smt bharti devi
2478,sahista  ruksar
2479,shanu
2480,h.no.
2481,mamta  
2482,shama
2483,kumari resham
2484,natasha bhan
2485,smt aashma
2486,manohari
2487,deepika tomar
2488,nandini
2489,wage
2490,ramjanki
2491,ganesi
2492,mamata
2493,indara kawar
2494,jibanti
2495,mamta patidar
2496,salomi hemroda
2497,सुश्री
2498,panchi
2499,nirja
2500,shabana begam
2501,japneet
2502,jyoti
2503,archana 
2504,musrat
2505,rupam devi
2506,bhavna oad
2507,vinod
2508,husina
2509,riju
2510,rubi agrwal
2511,anjali  sheetal
2512,amijan
2513,priyanka  anjali
2514,aarushi
2515,sithal
2516,ajan
2517,hemavanti
2518,sonia sapra
2519,kumari hemlata
2520,juli devi
2521,smt dhapoo devi
2522,valentina
2523,rachna(with
2524,shahnaj
2525,aanu
2526,pallawi
2527,bhagvati
2528,rajni seth
2529,sethi
2530,smt shyani devi
2531,smt  sarita  rajesh  kumar
2532,gaytree kumari
2533,bairwa
2534,geeta rani barman
2535,smt reena
2536,pamjeet kaur
2537,bhandari
2538,manvi
2539,pratima and her son aakash
2540,kirpa
2541,goyel
2542,neelima
2543,mnisha
2544,santa
2545,beni
2546,sashi kala
2547,rahul
2548,ruby panwar
2549,chala
2550,km sweta jain
2551,priya kumari
2552,jatinder
2553,sarita  lali
2554,jahirul
2555,smt radha devi
2556,anjani devi
2557,laxmi  kajal
2558,parkash kaur
2559,anita gupta
2560,sumitra
2561,rama
2562,mehara
2563,partibha
2564,vinita devi
2565,jagdishchandra
2566,nikki kumari
2567,bahalen
2568,kamla devi
2569,gulabsha
2570,sadashiv
2571,ramewsh
2572,diksha rana
2573,bajali
2574,smt. deena kanwar
2575,mis
2576,sehran
2577,rahul gupta
2578,yashmin
2579,smt. urmila
2580,smt. meena begam
2581,deepika kumari
2582,ku. babali
2583,smt. bholi devi
2584,nanda meena
2585,sonali haldar
2586,km meenu
2587,rajlaxmi
2588,km. rubina
2589,subhdra
2590,menakshi
2591,kushbu
2592,sainai
2593,smt pushpa
2594,akhatari begam
2595,julekha banu  sitara
2596,uma yadav
2597,02
2598,preeti devi
2599,lokesh
2600,behen
2601,farha
2602,sona bai
2603,ravtela
2604,amandeep kaur
2605,minka
2606,sinaa bnau
2607,karamjeet kaur
2608,lilima  manshi
2609,arati
2610,nisha sharma
2611,ye
2612,chouhan
2613,rachana yadav
2614,jully
2615,gajala parveen
2616,smt balwanti davi
2617,vasiya khatun
2618,tripti  neeraj
2619,jasina khatun
2620,revti
2621,smt vimla
2622,riti mandal
2623,poornima
2624,mursida
2625,veera
2626,meena kawar
2627,smt sharshwati kanwar
2628,moni kumari
2629,smt neeraj devi
2630,anja bai
2631,priyanka with sangeeta  om parkash aged 18 yrs
2632,noojo khatoon
2633,chama
2634,rathore
2635,sain
2636,neetanarayani gayri
2637,amari
2638,shiwani  seema
2639,shbana khatun
2640,arifa bano
2641,babali yadav
2642,sohan bai
2643,aditya
2644,sapana mongia
2645,prableen kaur  cherry
2646,dwarika
2647,gulsha
2648,komal berwal
2649,afsha
2650,vyelet
2651,(2)palak
2652,parbha devi
2653,rubee
2654,puspa
2655,neha  hem singh
2656,kumari archna
2657,kamlajeet
2658,shiv
2659,bhagirathi
2660,mema
2661,mitali sahu
2662,preeti  reetu
2663,kumari shakuntala urf chhotan
2664,mahlikka
2665,babita khatoon
2666,smt vimala  mahesh kalasua
2667,nazma
2668,amrta kumari
2669,smt. rani
2670,"smt. bhanwari ,nahar singh"
2671,madan
2672,kirti srivastav
2673,kibla
2674,felicia sequeira
2675,ranu
2676,smt devendri devi
2677,nazrin
2678,barjo
2679,shine
2680,anno mahrun
2681,chunnu
2682,pratibha pareek
2683,jay shree panchal
2684,vimla meghwal
2685,kavita talash
2686,shabana
2687,chitro
2688,kamakshya  mona
2689,smt. meera
2690,moona
2691,veena  sanjay
2692,rashma
2693,ram bhateri devi
2694,shrimati jamana
2695,tulki lauhar
2696,smt ranu
2697,narender kumar vajpai
2698,rajkumaree
2699,p.a.
2700,sunaki  kallu
2701,joya
2702,मीना
2703,guddu
2704,shun shun
2705,manjula
2706,naz
2707,smt nidhi
2708,ngadong
2709,sarojni
2710,padma
2711,lad
2712,shashi  kajal
2713,rajni kaur
2714,nena
2715,sazya
2716,suman bairwa
2717,sharshwati
2718,rashi aggarwal
2719,smt.sushil
2720,neelam  harijan
2721,momina khatun
2722,shabina khan
2723,bala devi
2724,gurmeet
2725,kosar bano
2726,smt.laxmi
2727,"pooja  ramrati r/o govt school, ladpur,delhi"
2728,khalida
2729,ku. nisha shirma
2730,priya kaur
2731,gulafsa
2732,dahmi
2733,uma bharti
2734,amita
2735,saha
2736,smt suzata
2737,rupa
2738,munnadevi
2739,akthari khatoon
2740,smt. krishana devi
2741,rupa kumari
2742,ms. jaioni
2743,sangeeta mishra
2744,smt kanika
2745,kosar
2746,mithu sarkar
2747,mariyam  sonam
2748,kuntesh
2749,tanya
2750,abha
2751,dolly devi
2752,bushara praveen
2753,alema
2754,jyotsana mohti
2755,krishama
2756,yasmin banu
2757,farhanaaz
2758,mallo
2759,sikha
2760,sitra
2761,smt.farhana
2762,mariyam khalique
2763,rajina biwi
2764,chhano
2765,rubo kumari
2766,varsha tiwari
2767,sabna
2768,kajal choudhary
2769,kushum  khushbu
2770,kandwal
2771,sumanlta
2772,sunita das
2773,choti bitya
2774,nawali
2775,smt mholani
2776,manisha sharma
2777,twinkil
2778,khosla
2779,nishtha
2780,devkali
2781,ratni
2782,rukhar
2783,ruji khatun
2784,smt santosh devi
2785,lata sharma
2786,smt manju jat
2787,kumari hirawati
2788,depali
2789,rakesh
2790,sajiya katun
2791,rekha urf annu
2792,ugma
2793,chaya
2794,gauri
2795,sazmin
2796,manju saini
2797,seema  devender singh
2798,maryana
2799,husband
2800,muskan kaur
2801,sahani
2802,siddiki
2803,riya masi
2804,menadevi
2805,padama bai luhar
2806,tapsyum
2807,alisha khan
2808,smt pari bai
2809,rikkenchi
2810,rajni kanwar
2811,nazibuneesha  shayba
2812,dangi
2813,shamim
2814,kerketa
2815,roshanara
2816,sadhna singh  dimple
2817,kismti khatoon  khushboo
2818,pushapa
2819,shakti
2820,kanti
2821,jyoti  gulati
2822,varsha dhania
2823,shekh sana
2824,veena gupta
2825,श्रीमती इन्‍द्रा
2826,asha devi
2827,savitri
2828,bharulal
2829,shama parveen
2830,supna  wahida
2831,gulafsa khatun
2832,shma
2833,tanisha
2834,dharamveeri
2835,smt. sumitra
2836,ajnoor baby
2837,बे
2838,budho
2839,puja sawariya
2840,shikha haldar
2841,baboo
2842,lata patidar
2843,harpreet
2844,tej
2845,asmina
2846,geeta salvi
2847,baby devi
2848,niksiya
2849,bilke khatoon
2850,nidhi
2851,phuli
2852,sheela bhanat
2853,bimlesh
2854,reemi
2855,smt baleshwari
2856,lakhihadar
2857,saroj verma
2858,"raju, sahi ram, khusbu"
2859,vironika
2860,guni
2861,zoya
2862,amina khatun
2863,rangeeta
2864,jasleen
2865,bagam
2866,diya mandal
2867,bimla devi
2868,geeta  rinki
2869,rinki
2870,dhrama
2871,kaushik
2872,husnara
2873,jeba
2874,hazara
2875,anam b
2876,shekhawat
2877,smt. sukhdeep kaur  nishan singh
2878,shankuntla
2879,sony jha
2880,बानू
2881,shimala
2882,barti
2883,nargis bano
2884,जोसनादास
2885,sadhna
2886,sarabjit kaur
2887,lodha
2888,amreeta
2889,hema pandey
2890,smt pooja
2891,shilpa
2892,smt. chanchala
2893,rajkarnta
2894,rosanjahan
2895,heena bano
2896,smt rubi
2897,husana bano
2898,dhanpati
2899,saroj
2900,sangeeta devi
2901,bhudevi
2902,indra
2903,araddhna
2904,samiksha
2905,vishnu
2906,parem devi urf gothi
2907,sirjna
2908,karamjeet
2909,miss sima
2910,raj shri
2911,irsad khan
2912,smt seema bai
2913,smt foolmati
2914,geetika
2915,sarmila
2916,sumedha mehditha
2917,grpreet kour
2918,pinki mishra
2919,smt. durga nat
2920,pammi
2921,gajla
2922,sunita bai
2923,archita verma
2924,sheela rani
2925,heena khatun
2926,khushbu devi
2927,sonam bano
2928,kumari monki
2929,kurmi
2930,rina/
2931,panchoo bhahi
2932,gulshana
2933,rina  moti
2934,saklani
2935,smt deu
2936,nazama
2937,shrimati shahida urf satto
2938,riya sahni
2939,reena
2940,seeta nag
2941,kajul
2942,ekta
2943,smt payal
2944,km jolly
2945,sh
2946,kumarage
2947,chakma
2948,यासमी
2949,bagalia
2950,nisha joshi
2951,gurvinder
2952,devender
2953,sayda begam
2954,kumari tena pawar
2955,reena bhil
2956,parsi devi
2957,paramdeep
2958,vipin varma
2959,kirti ahuja
2960,age-3
2961,bhagwanti
2962,urmila  rawat
2963,oya
2964,hury
2965,srimati banti
2966,smt sunita
2967,rubey
2968,ksiyap
2969,rambai
2970,teena bhambi
2971,shahnaz
2972,phulbi
2973,sauni
2974,shrada
2975,machhala
2976,asgari
2977,sita  pooja
2978,similata
2979,kanak lata
2980,kanti devi
2981,nikahat
2982,somi
2983,devei
2984,alisha
2985,smt maya megwal
2986,priyanka rani
2987,sood
2988,rekha  mamta
2989,renu joshi
2990,kumari pinki
2991,sangwar
2992,saridevi
2993,batloon
2994,sajmeen
2995,sarabjit
2996,muslima
2997,beena devi
2998,gouri sharma
2999,ruanbza
3000,rachna(with baby boy)
3001,mukhtyar kaur
3002,akram
3003,sukshana
3004,nainsi
3005,sikha gupta
3006,satyvati
3007,shavitri
3008,harmit kor
3009,nargish 
3010,baikunthi
3011,rimjhim
3012,raman
3013,soni khati
3014,ku. nirmla
3015,smt sushma
3016,tane
3017,midhana
3018,shanjhan
3019,ratnijasoda
3020,taneja
3021,savrin
3022,suman giri
3023,sabbarwal
3024,bhawana  shannu
3025,pargati thakur
3026,tyagi
3027,age-1.5
3028,dabas
3029,km geetali
3030,aarti  isha
3031,rajindre
3032,himanshi kalshi
3033,nirjla devi
3034,indrvati
3035,ajmit
3036,babita  neetu
3037,km. sonali
3038,zu
3039,paka
3040,dhaneshwari
3041,smt parkashi
3042,savita  devi
3043,payana nagar
3044,sudershan bala
3045,chinta
3046,8
3047,ravina kumari
3048,uma kumari
3049,saida
3050,bhil
3051,vishakha
3052,paramjeet
3053,sehnaz
3054,puspa&
3055,sanju bai
3056,anita nagesia
3057,sukhbir kaur
3058,diksha chaudhary
3059,mahima bagga
3060,nirmal kour
3061,jayawanti
3062,smt. jayoti  rawat
3063,smt manisha
3064,smriti
3065,simmy m.no.-7206252659.
3066,wahida
3067,maqbool
3068,rajni devi
3069,yaer
3070,suhana baano
3071,rina/ rinu
3072,shakeela
3073,meenaxi
3074,chameli
3075,praveen
3076,reena jain  atul jain r/o h.no. wz-11 bhagwan d
3077,bhura kanwar  suman kanwar
3078,monika panchal
3079,jyoti jingir
3080,gudiya kumari
3081,marzina
3082,mandeep kour
3083,shikha kumari
3084,ku. reetu
3085,farhaja ahmed
3086,pali
3087,devideen
3088,kosylaya
3089,manisha  lutka
3090,hasmita
3091,anshu kumari
3092,miss koshalya
3093,prem lata
3094,ramesh
3095,santra
3096,chhabra
3097,jaina
3098,ramgopal
3099,anjali nagpal
3100,ranjan devi
3101,vandna
3102,soma bera
3103,smt kavita bai
3104,shahna
3105,marti kalasua
3106,jioty
3107,smt-
3108,ariba
3109,bhawana kapoor
3110,pooja  neha
3111,sonali
3112,sanjay
3113,smt punam bailwal
3114,saneha sharma
3115,khatu
3116,premature devi  neetu
3117,kamal
3118,smt sudha bisht
3119,neelam yadav
3120,aamrin
3121,sabnur  sonu
3122,nirma devi bawari
3123,subhangi sadashiv jadhav
3124,smt. madhu urf sonu
3125,gawri
3126,devaram
3127,neha singh
3128,hasibullah
3129,simmi
3130,sarla devi
3131,seeta devi
3132,ladidavi
3133,shravani
3134,kmo
3135,swetna shristi
3136,arti   krishna   raj kumar
3137,ishrana
3138,smt. mohani devi
3139,manjusha
3140,smt kajal  shivani
3141,nitu rani
3142,soona
3143,anuu
3144,dhanni devi
3145,rajesh
3146,manju kumari
3147,vishal
3148,raghuvinder
3149,sabhya
3150,tiwara
3151,spana
3152,preti
3153,subhangi
3154,smt. narayani
3155,sujata dhawan
3156,santo  neelam
3157,anchal devi  samina bano
3158,minakshi purohit
3159,diya rawat
3160,jugan  jugal kishor
3161,harmeet kaur
3162,pooja  hemlata
3163,manisha chowhan
3164,pabu devi
3165,durgawati devi
3166,narender  khoti
3167,prema devi
3168,shakuntla devi
3169,"sangita devi with daughter sonia 3yrs 6month, and"
3170,jyoti fransis
3171,nainshi
3172,nini
3173,kela kanwar
3174,suchi sharma
3175,rennu
3176,prit
3177,anekha kumari
3178,smt sushila rawat
3179,nathu
3180,lelina
3181,bhteri
3182,talat
3183,panwan
3184,jamnaa
3185,mamta sharma
3186,bhardwaj
3187,lalita dobhal
3188,shusila
3189,subham
3190,laxmi devi
3191,frra
3192,chhaya
3193,kumari ranjita
3194,pushpa bhil
3195,ifteshyam
3196,supyar
3197,mahrul nisha
3198,shanti devi alongh with her daughter khushi  3 yrs
3199,najrana
3200,anayatha naidu
3201,kumari  sunita
3202,bhoomika
3203,birma devi
3204,neelachal
3205,suman  ganga ram
3206,ajima
3207,pinku devi with daughter mansi kumari
3208,priyanka  maruti
3209,bishnu aale magar
3210,frjana
3211,prasanta
3212,mohini  mamni
3213,sujeet kumar
3214,age-6
